Zeruhn report   \xFD\x13\x02\x00\x01\xFD
Earthen Ward    \xFD\x02\x02\x24\x13\xFD
Flaming Crush   \xFD\x02\x02\x24\x14\xFD
Frost Armor   \xFD\x02\x02\x24\x15\xFD
Glittering Ruby   \xFD\x02\x02\x24\x16\xFD
Healing Ruby    \xFD\x02\x02\x24\x17\xFD
Hastega   \xFD\x02\x02\x24\x18\xFD
Lightning Armor   \xFD\x02\x02\x24\x19\xFD
Megalith Throw    \xFD\x02\x02\x24\x1A\xFD
Meteorite   \xFD\x02\x02\x24\x1B\xFD
Mountain Buster   \xFD\x02\x02\x24\x1C\xFD
Poison Nails    \xFD\x02\x02\x24\x1D\xFD
Predator Claws    \xFD\x02\x02\x24\x1E\xFD
Punch   \xFD\x02\x02\x24\x1F\xFD
Rock Buster   \xFD\x02\x02\x24\x20\xFD
Rock Throw    \xFD\x02\x02\x24\x21\xFD
Rolling Thunder   \xFD\x02\x02\x24\x22\xFD
Rush    \xFD\x02\x02\x24\x23\xFD
Shining Ruby    \xFD\x02\x02\x24\x24\xFD
Shock Strike    \xFD\x02\x02\x24\x25\xFD
Sleepga   \xFD\x02\x02\x24\x26\xFD
Slowga    \xFD\x02\x02\x24\x27\xFD
Spinning Dive   \xFD\x02\x02\x24\x28\xFD
Spring Water    \xFD\x02\x02\x24\x29\xFD
Tail Whip   \xFD\x02\x02\x24\x2A\xFD
Thunderspark    \xFD\x02\x02\x24\x2B\xFD
Whispering Wind   \xFD\x02\x02\x24\x2C\xFD
Searing Light   \xFD\x02\x02\x24\x2D\xFD
Inferno   \xFD\x02\x02\x24\x2E\xFD
Earthen Fury    \xFD\x02\x02\x24\x2F\xFD
Tidal Wave    \xFD\x02\x02\x24\x30\xFD
Aerial Blast    \xFD\x02\x02\x24\x31\xFD
Diamond Dust    \xFD\x02\x02\x24\x32\xFD
Judgment Bolt   \xFD\x02\x02\x24\x33\xFD
Dismiss   \xFD\x02\x02\x24\x34\xFD
Moonlit Charge    \xFD\x02\x02\x24\x35\xFD
Crescent Fang   \xFD\x02\x02\x24\x36\xFD
Lunar Cry   \xFD\x02\x02\x24\x37\xFD
Lunar Roar    \xFD\x02\x02\x24\x38\xFD
Ecliptic Growl    \xFD\x02\x02\x24\x39\xFD
Ecliptic Howl   \xFD\x02\x02\x24\x3A\xFD
Eclipse Bite    \xFD\x02\x02\x24\x3B\xFD
Howling Moon    \xFD\x02\x02\x24\x3C\xFD
Camisado    \xFD\x02\x02\x24\x3D\xFD
Somnolence    \xFD\x02\x02\x24\x3E\xFD
Nightmare   \xFD\x02\x02\x24\x3F\xFD
Ultimate Terror   \xFD\x02\x02\x24\x40\xFD
Noctoshield   \xFD\x02\x02\x24\x41\xFD
Dream Shroud    \xFD\x02\x02\x24\x42\xFD
Nether Blast    \xFD\x02\x02\x24\x43\xFD
Ruinous Omen    \xFD\x02\x02\x24\x44\xFD
Deactivate    \xFD\x02\x02\x24\x45\xFD
Deploy    \xFD\x02\x02\x24\x46\xFD
Retrieve    \xFD\x02\x02\x24\x47\xFD
Fire Maneuver   \xFD\x02\x02\x24\x48\xFD
Ice Maneuver    \xFD\x02\x02\x24\x49\xFD
Wind Maneuver   \xFD\x02\x02\x24\x4A\xFD
Earth Maneuver    \xFD\x02\x02\x24\x4B\xFD
Thunder Maneuver    \xFD\x02\x02\x24\x4C\xFD
Water Maneuver    \xFD\x02\x02\x24\x4D\xFD
Light Maneuver    \xFD\x02\x02\x24\x4E\xFD
Dark Maneuver   \xFD\x02\x02\x24\x4F\xFD
Meteor Strike   \xFD\x02\x02\x24\x50\xFD
Geocrush    \xFD\x02\x02\x24\x51\xFD
Grand Fall    \xFD\x02\x02\x24\x52\xFD
Wind Blade    \xFD\x02\x02\x24\x53\xFD
Heavenly Strike   \xFD\x02\x02\x24\x54\xFD
Heavenly Strike   \xFD\x02\x02\x24\x55\xFD
Thunderstorm    \xFD\x02\x02\x24\x56\xFD
Blood Pact: Ward    \xFD\x02\x02\x24\x57\xFD
Snarl   \xFD\x02\x02\x24\x58\xFD
Avatar's Favor    \xFD\x02\x02\x24\x59\xFD
Ready   \xFD\x02\x02\x24\x5A\xFD
main    \xFD\x02\x02\x25\x01\xFD
sub   \xFD\x02\x02\x25\x02\xFD
range   \xFD\x02\x02\x25\x03\xFD
ammo    \xFD\x02\x02\x25\x04\xFD
head    \xFD\x02\x02\x25\x05\xFD
neck    \xFD\x02\x02\x25\x06\xFD
L.ear   \xFD\x02\x02\x25\x07\xFD
R.ear   \xFD\x02\x02\x25\x08\xFD
body    \xFD\x02\x02\x25\x09\xFD
hands   \xFD\x02\x02\x25\x0A\xFD
L.ring    \xFD\x02\x02\x25\x0B\xFD
R.ring    \xFD\x02\x02\x25\x0C\xFD
back    \xFD\x02\x02\x25\x0D\xFD
waist   \xFD\x02\x02\x25\x0E\xFD
legs    \xFD\x02\x02\x25\x0F\xFD
feet    \xFD\x02\x02\x25\x10\xFD
Venom Shell   \xFD\x02\x02\x26\x01\xFD
Maelstrom   \xFD\x02\x02\x26\x02\xFD
Metallic Body   \xFD\x02\x02\x26\x03\xFD
Screwdriver   \xFD\x02\x02\x26\x04\xFD
Screwdriver   \xFD\x02\x02\x26\x05\xFD
MP Drainkiss    \xFD\x02\x02\x26\x06\xFD
MP Drainkiss    \xFD\x02\x02\x26\x07\xFD
Death Ray   \xFD\x02\x02\x26\x08\xFD
Sandspin    \xFD\x02\x02\x26\x09\xFD
Smite of Rage   \xFD\x02\x02\x26\x0A\xFD
Bludgeon    \xFD\x02\x02\x26\x0B\xFD
Refueling   \xFD\x02\x02\x26\x0C\xFD
Ice Break   \xFD\x02\x02\x26\x0D\xFD
Blitzstrahl   \xFD\x02\x02\x26\x0E\xFD
Blitzstrahl   \xFD\x02\x02\x26\x0F\xFD
Self-Destruct   \xFD\x02\x02\x26\x10\xFD
Mysterious Light    \xFD\x02\x02\x26\x11\xFD
Cold Wave   \xFD\x02\x02\x26\x12\xFD
Poison Breath   \xFD\x02\x02\x26\x13\xFD
Stinking Gas    \xFD\x02\x02\x26\x14\xFD
Memento Mori    \xFD\x02\x02\x26\x15\xFD
Terror Touch    \xFD\x02\x02\x26\x16\xFD
Spinal Cleave   \xFD\x02\x02\x26\x17\xFD
Blood Saber   \xFD\x02\x02\x26\x18\xFD
Digest    \xFD\x02\x02\x26\x19\xFD
Mandibular Bite   \xFD\x02\x02\x26\x1A\xFD
Mandibular Bite   \xFD\x02\x02\x26\x1B\xFD
Cursed Sphere   \xFD\x02\x02\x26\x1C\xFD
Sickle Slash    \xFD\x02\x02\x26\x1D\xFD
Cocoon    \xFD\x02\x02\x26\x1E\xFD
Filamented Hold   \xFD\x02\x02\x26\x1F\xFD
Filamented Hold   \xFD\x02\x02\x26\x20\xFD
Pollen    \xFD\x02\x02\x26\x21\xFD
Power Attack    \xFD\x02\x02\x26\x22\xFD
Death Scissors    \xFD\x02\x02\x26\x23\xFD
Magnetite Cloud   \xFD\x02\x02\x26\x24\xFD
Eyes On Me    \xFD\x02\x02\x26\x25\xFD
Frenetic Rip    \xFD\x02\x02\x26\x26\xFD
Frenetic Rip    \xFD\x02\x02\x26\x27\xFD
Frightful Roar    \xFD\x02\x02\x26\x28\xFD
Hecatomb Wave   \xFD\x02\x02\x26\x29\xFD
Body Slam   \xFD\x02\x02\x26\x2A\xFD
Radiant Breath    \xFD\x02\x02\x26\x2B\xFD
Radiant Breath    \xFD\x02\x02\x26\x2C\xFD
Helldive    \xFD\x02\x02\x26\x2D\xFD
Jet Stream    \xFD\x02\x02\x26\x2E\xFD
Blood Drain   \xFD\x02\x02\x26\x2F\xFD
Sound Blast   \xFD\x02\x02\x26\x30\xFD
Feather Tickle    \xFD\x02\x02\x26\x31\xFD
Feather Barrier   \xFD\x02\x02\x26\x32\xFD
Jettatura   \xFD\x02\x02\x26\x33\xFD
Yawn    \xFD\x02\x02\x26\x34\xFD
Foot Kick   \xFD\x02\x02\x26\x35\xFD
Voracious Trunk   \xFD\x02\x02\x26\x36\xFD
Healing Breeze    \xFD\x02\x02\x26\x37\xFD
Chaotic Eye   \xFD\x02\x02\x26\x38\xFD
Sheep Song    \xFD\x02\x02\x26\x39\xFD
Ram Charge    \xFD\x02\x02\x26\x3A\xFD
Claw Cyclone    \xFD\x02\x02\x26\x3B\xFD
Lowing    \xFD\x02\x02\x26\x3C\xFD
Dimensional Death   \xFD\x02\x02\x26\x3D\xFD
Heat Breath   \xFD\x02\x02\x26\x3E\xFD
Magic Fruit   \xFD\x02\x02\x26\x3F\xFD
Uppercut    \xFD\x02\x02\x26\x40\xFD
1000 Needles    \xFD\x02\x02\x26\x41\xFD
Pinecone Bomb   \xFD\x02\x02\x26\x42\xFD
Sprout Smack    \xFD\x02\x02\x26\x43\xFD
Soporific   \xFD\x02\x02\x26\x44\xFD
Queasyshroom    \xFD\x02\x02\x26\x45\xFD
Wild Oats   \xFD\x02\x02\x26\x46\xFD
Bad Breath    \xFD\x02\x02\x26\x47\xFD
Geist Wall    \xFD\x02\x02\x26\x48\xFD
Awful Eye   \xFD\x02\x02\x26\x49\xFD
Frost Breath    \xFD\x02\x02\x26\x4A\xFD
Infrasonics   \xFD\x02\x02\x26\x4B\xFD
Disseverment    \xFD\x02\x02\x26\x4C\xFD
Actinic Burst   \xFD\x02\x02\x26\x4D\xFD
Actinic Burst   \xFD\x02\x02\x26\x4E\xFD
Actinic Burst   \xFD\x02\x02\x26\x4F\xFD
Reactor Cool    \xFD\x02\x02\x26\x50\xFD
Saline Coat   \xFD\x02\x02\x26\x51\xFD
Plasma Charge   \xFD\x02\x02\x26\x52\xFD
Temporal Shift    \xFD\x02\x02\x26\x53\xFD
Vertical Cleave   \xFD\x02\x02\x26\x54\xFD
Vertical Cleave   \xFD\x02\x02\x26\x55\xFD
Blastbomb   \xFD\x02\x02\x26\x56\xFD
Battle Dance    \xFD\x02\x02\x26\x57\xFD
Sandspray   \xFD\x02\x02\x26\x58\xFD
Grand Slam    \xFD\x02\x02\x26\x59\xFD
Head Butt   \xFD\x02\x02\x26\x5A\xFD
Bomb Toss   \xFD\x02\x02\x26\x5B\xFD
Frypan    \xFD\x02\x02\x26\x5C\xFD
Flying Hip Press    \xFD\x02\x02\x26\x5D\xFD
Flying Hip Press    \xFD\x02\x02\x26\x5E\xFD
Hydro Shot    \xFD\x02\x02\x26\x5F\xFD
Diamondhide   \xFD\x02\x02\x26\x60\xFD
Enervation    \xFD\x02\x02\x26\x61\xFD
Light of Penance    \xFD\x02\x02\x26\x62\xFD
Warm-Up   \xFD\x02\x02\x26\x63\xFD
Firespit    \xFD\x02\x02\x26\x64\xFD
Feather Storm   \xFD\x02\x02\x26\x65\xFD
Tail Slap   \xFD\x02\x02\x26\x66\xFD
Hysteric Barrage    \xFD\x02\x02\x26\x67\xFD
Hysteric Barrage    \xFD\x02\x02\x26\x68\xFD
Amplification   \xFD\x02\x02\x26\x69\xFD
Cannonball    \xFD\x02\x02\x26\x6A\xFD
Wild Carrot   \xFD\x02\x02\x26\x6B\xFD
Blank Gaze    \xFD\x02\x02\x26\x6C\xFD
Mind Blast    \xFD\x02\x02\x26\x6D\xFD
Exuviation    \xFD\x02\x02\x26\x6E\xFD
Magic Hammer    \xFD\x02\x02\x26\x6F\xFD
Zephyr Mantle   \xFD\x02\x02\x26\x70\xFD
Regurgitation   \xFD\x02\x02\x26\x71\xFD
Seedspray   \xFD\x02\x02\x26\x72\xFD
Corrosive Ooze    \xFD\x02\x02\x26\x73\xFD
Spiral Spin   \xFD\x02\x02\x26\x74\xFD
Asuran Claws    \xFD\x02\x02\x26\x75\xFD
Sub-zero Smash    \xFD\x02\x02\x26\x76\xFD
Triumphant Roar   \xFD\x02\x02\x26\x77\xFD
Rossweisse's Chamber    \xFD\x02\x02\x27\x01\xFD
Rossweisse's Chamber    \xFD\x02\x02\x27\x02\xFD
Grimgerde's Chamber   \xFD\x02\x02\x27\x03\xFD
Siegrune's Chamber    \xFD\x02\x02\x27\x04\xFD
Helmwige's Chamber    \xFD\x02\x02\x27\x05\xFD
Helmwige's Chamber    \xFD\x02\x02\x27\x06\xFD
Schwertleite's Chamber    \xFD\x02\x02\x27\x07\xFD
Schwertleite's Chamber    \xFD\x02\x02\x27\x08\xFD
Waltraute's Chamber   \xFD\x02\x02\x27\x09\xFD
Waltraute's Chamber   \xFD\x02\x02\x27\x0A\xFD
Ortlinde's Chamber    \xFD\x02\x02\x27\x0B\xFD
Gerhilde's Chamber    \xFD\x02\x02\x27\x0C\xFD
Brunhilde's Chamber   \xFD\x02\x02\x27\x0D\xFD
Odin's Chamber    \xFD\x02\x02\x27\x0E\xFD
Chocobo Circuit   \xFD\x02\x02\x27\x0F\xFD
The Colosseum   \xFD\x02\x02\x27\x10\xFD
Southern San d'Oria [S]   \xFD\x02\x02\x27\x11\xFD
Southern San d'Oria [S]   \xFD\x02\x02\x27\x12\xFD
East Ronfaure [S]   \xFD\x02\x02\x27\x13\xFD
East Ronfaure [S]   \xFD\x02\x02\x27\x14\xFD
Jugner Forest [S]   \xFD\x02\x02\x27\x15\xFD
Jugner Forest [S]   \xFD\x02\x02\x27\x16\xFD
Batallia Downs [S]    \xFD\x02\x02\x27\x17\xFD
Batallia Downs [S]    \xFD\x02\x02\x27\x18\xFD
Everbloom Hollow    \xFD\x02\x02\x27\x19\xFD
The Eldieme Necropolis [S]    \xFD\x02\x02\x27\x1A\xFD
The Eldieme Necropolis [S]    \xFD\x02\x02\x27\x1B\xFD
Bastok Markets [S]    \xFD\x02\x02\x27\x1C\xFD
Bastok Markets [S]    \xFD\x02\x02\x27\x1D\xFD
North Gustaberg [S]   \xFD\x02\x02\x27\x1E\xFD
North Gustaberg [S]   \xFD\x02\x02\x27\x1F\xFD
Grauberg [S]    \xFD\x02\x02\x27\x20\xFD
Grauberg [S]    \xFD\x02\x02\x27\x21\xFD
Ruhotz Silvermines    \xFD\x02\x02\x27\x22\xFD
Vunkerl Inlet [S]   \xFD\x02\x02\x27\x23\xFD
Vunkerl Inlet [S]   \xFD\x02\x02\x27\x24\xFD
Pashhow Marshlands [S]    \xFD\x02\x02\x27\x25\xFD
Pashhow Marshlands [S]    \xFD\x02\x02\x27\x26\xFD
Rolanberry Fields [S]   \xFD\x02\x02\x27\x27\xFD
Rolanberry Fields [S]   \xFD\x02\x02\x27\x28\xFD
Crawlers' Nest [S]    \xFD\x02\x02\x27\x29\xFD
Crawlers' Nest [S]    \xFD\x02\x02\x27\x2A\xFD
Windurst Waters [S]   \xFD\x02\x02\x27\x2B\xFD
Windurst Waters [S]   \xFD\x02\x02\x27\x2C\xFD
West Sarutabaruta [S]   \xFD\x02\x02\x27\x2D\xFD
West Sarutabaruta [S]   \xFD\x02\x02\x27\x2E\xFD
Fort Karugo-Narugo [S]    \xFD\x02\x02\x27\x2F\xFD
Fort Karugo-Narugo [S]    \xFD\x02\x02\x27\x30\xFD
Ghoyu's Reverie   \xFD\x02\x02\x27\x31\xFD
Meriphataud Mountains [S]   \xFD\x02\x02\x27\x32\xFD
Meriphataud Mountains [S]   \xFD\x02\x02\x27\x33\xFD
Sauromugue Champaign [S]    \xFD\x02\x02\x27\x34\xFD
Sauromugue Champaign [S]    \xFD\x02\x02\x27\x35\xFD
Garlaige Citadel [S]    \xFD\x02\x02\x27\x36\xFD
Garlaige Citadel [S]    \xFD\x02\x02\x27\x37\xFD
The Ronfaure Front    \xFD\x02\x02\x27\x38\xFD
The Norvallen Front   \xFD\x02\x02\x27\x39\xFD
The Gustaberg Front   \xFD\x02\x02\x27\x3A\xFD
The Derfland Front    \xFD\x02\x02\x27\x3B\xFD
The Sarutabaruta Front    \xFD\x02\x02\x27\x3C\xFD
The Aragoneu Front    \xFD\x02\x02\x27\x3D\xFD
La Vaule [S]    \xFD\x02\x02\x27\x3E\xFD
La Vaule [S]    \xFD\x02\x02\x27\x3F\xFD
La Vaule [S]    \xFD\x02\x02\x27\x40\xFD
La Vaule [S]    \xFD\x02\x02\x27\x41\xFD
Beadeaux [S]    \xFD\x02\x02\x27\x42\xFD
Beadeaux [S]    \xFD\x02\x02\x27\x43\xFD
Castle Oztroja [S]    \xFD\x02\x02\x27\x44\xFD
Castle Oztroja [S]    \xFD\x02\x02\x27\x45\xFD
Beaucedine Glacier [S]    \xFD\x02\x02\x27\x46\xFD
Beaucedine Glacier [S]    \xFD\x02\x02\x27\x47\xFD
Xarcabard [S]   \xFD\x02\x02\x27\x48\xFD
Xarcabard [S]   \xFD\x02\x02\x27\x49\xFD
The Fauregandi Front    \xFD\x02\x02\x27\x4A\xFD
The Valdeaunia Front    \xFD\x02\x02\x27\x4B\xFD
Smokescreen   \xFD\x02\x02\x28\x01\xFD
Pit Spider    \xFD\x02\x02\x28\x02\xFD
Aegis Scream    \xFD\x02\x02\x28\x03\xFD
Granite Rose    \xFD\x02\x02\x28\x04\xFD
Hawk Eye    \xFD\x02\x02\x28\x05\xFD
Slaughterhouse    \xFD\x02\x02\x28\x06\xFD
Brave Dawn    \xFD\x02\x02\x28\x07\xFD
Stock and Awe   \xFD\x02\x02\x28\x08\xFD
Materiel Storm    \xFD\x02\x02\x28\x09\xFD
Vanguard-X    \xFD\x02\x02\x28\x0A\xFD
Crimson Domino    \xFD\x02\x02\x28\x0B\xFD
Crystal Fist    \xFD\x02\x02\x28\x0C\xFD
Iron Anvil    \xFD\x02\x02\x28\x0D\xFD
Streetsweeper   \xFD\x02\x02\x28\x0E\xFD
Delta Strike    \xFD\x02\x02\x28\x0F\xFD
Deep Cover    \xFD\x02\x02\x28\x10\xFD
Search and Seizure    \xFD\x02\x02\x28\x11\xFD
Bridge Too Far    \xFD\x02\x02\x28\x12\xFD
Steel Resolve   \xFD\x02\x02\x28\x13\xFD
Splitting Heirs   \xFD\x02\x02\x28\x14\xFD
Cracking Shells   \xFD\x02\x02\x28\x15\xFD
Plucking Wings    \xFD\x02\x02\x28\x16\xFD
By Light of Fire    \xFD\x02\x02\x28\x17\xFD
Prying Eyes   \xFD\x02\x02\x28\x18\xFD
Cut and Cauterize   \xFD\x02\x02\x28\x19\xFD
Maze    \xFD\x02\x02\x28\x1A\xFD
Maze Monger   \xFD\x02\x02\x28\x1B\xFD
Moblin Marble   \xFD\x02\x02\x28\x1C\xFD
Magna Cache   \xFD\x02\x02\x28\x1D\xFD
Merit points    \xFD\x02\x02\x28\x1E\xFD
Limit points    \xFD\x02\x02\x28\x1F\xFD
Fields of Valor   \xFD\x02\x02\x28\x20\xFD
Fields of Valor   \xFD\x02\x02\x28\x21\xFD
Learning (blue magic)   \xFD\x02\x02\x28\x22\xFD
Mog House Invitation    \xFD\x02\x02\x28\x23\xFD
Mog Satchel   \xFD\x02\x02\x28\x24\xFD
Augmented Item    \xFD\x02\x02\x28\x25\xFD
Adder Union   \xFD\x02\x02\x28\x26\xFD
Bison Union   \xFD\x02\x02\x28\x27\xFD
Coyote Union    \xFD\x02\x02\x28\x28\xFD
Dhole Union   \xFD\x02\x02\x28\x29\xFD
Eland Union   \xFD\x02\x02\x28\x2A\xFD
Carbuncle's Favor   \xFD\x02\x02\x28\x2B\xFD
Ifrit's Favor   \xFD\x02\x02\x28\x2C\xFD
Shiva's Favor   \xFD\x02\x02\x28\x2D\xFD
Shiva's Favor   \xFD\x02\x02\x28\x2E\xFD
Garuda's Favor    \xFD\x02\x02\x28\x2F\xFD
Titan's Favor   \xFD\x02\x02\x28\x30\xFD
Ramuh's Favor   \xFD\x02\x02\x28\x31\xFD
Leviathan's Favor   \xFD\x02\x02\x28\x32\xFD
Leviathan's Favor   \xFD\x02\x02\x28\x33\xFD
Fenrir's Favor    \xFD\x02\x02\x28\x34\xFD
Diabolos's Favor    \xFD\x02\x02\x28\x35\xFD
Rise of the Zilart    \xFD\x02\x02\x29\x01\xFD
Chains of Promathia   \xFD\x02\x02\x29\x02\xFD
Treasures of Aht Urhgan   \xFD\x02\x02\x29\x03\xFD
Wings of the Goddess    \xFD\x02\x02\x29\x04\xFD
A Crystalline Prophecy    \xFD\x02\x02\x29\x05\xFD
A Moogle Kupo d'Etat    \xFD\x02\x02\x29\x06\xFD
A Shantotto Ascension   \xFD\x02\x02\x29\x07\xFD
